,name,games,receptions,yards,yds_per_ctch,yds_per_game,yac,td,long_ctch,recs_ovr_25,100yd_gms,targets,drops,ctch_pct,fumbles,fumbles_lost,first_down_ctchs,first_down_ctchpct,season,team
359,"Bates, D",7,2,19,9.5,2.7,3,0,11,0,0,7,1,28.6%,0,0,1,50.0%,1999,CHI
360,Pete Chryplewicz,10,2,18,9.0,1.8,1,0,13,0,0,2,0,100.0%,0,0,0,0.0%,1999,DET
361,Nate Jacquet,13,1,18,18.0,1.4,0,0,18,0,0,5,0,20.0%,0,0,1,100.0%,1999,MIA
362,Kevin McKenzie,1,2,18,9.0,18.0,0,0,13,0,0,3,0,66.7%,1,1,0,0.0%,1999,MIA
363,Alfred Pupunu,8,4,17,4.3,2.1,14,0,11,0,0,6,0,66.7%,0,0,0,0.0%,1999,SD
364,Damien Robinson,16,1,17,17.0,1.1,4,0,17,0,0,1,0,100.0%,0,0,1,100.0%,1999,TB
365,Amos Zereoue,8,2,17,8.5,2.1,11,0,14,0,0,2,0,100.0%,0,0,1,50.0%,1999,PIT
366,Keith Elias,14,4,16,4.0,1.1,14,0,7,0,0,5,0,80.0%,0,0,0,0.0%,1999,IND
367,Chris Floyd,13,2,16,8.0,1.2,18,0,11,0,0,5,0,40.0%,0,0,1,50.0%,1999,NE
368,Blake Spence,10,3,15,5.0,1.5,5,1,9,0,0,6,0,50.0%,0,0,1,33.3%,1999,NYJ
369,De Parker,11,4,15,3.8,1.4,15,0,7,0,0,5,1,80.0%,0,0,0,0.0%,1999,GB
370,Kimble Anders,2,2,14,7.0,7.0,22,0,9,0,0,5,0,40.0%,0,0,1,50.0%,1999,KC
371,Keith Crawford,3,1,14,14.0,4.7,1,0,14,0,0,1,0,100.0%,0,0,0,0.0%,1999,GB
372,Troy Smith,1,1,14,14.0,14.0,5,0,14,0,0,1,0,100.0%,0,0,1,100.0%,1999,PHI
373,"Franklin, P",3,2,13,6.5,4.3,0,0,8,0,0,4,0,50.0%,0,0,1,50.0%,1999,NO
374,Jim Kleinsasser,13,6,13,2.2,1.0,8,0,11,0,0,12,2,50.0%,2,2,2,33.3%,1999,MIN
375,Moe Williams,14,1,12,12.0,0.9,3,0,12,0,0,3,1,33.3%,0,0,1,100.0%,1999,MIN
376,Patrick Hape,15,5,12,2.4,0.8,8,1,4,0,0,6,1,83.3%,0,0,3,60.0%,1999,TB
377,Ernie Conwell,3,1,11,11.0,3.7,19,0,11,0,0,3,1,33.3%,0,0,1,100.0%,1999,STL
378,Rabih Abdullah,15,2,11,5.5,0.7,17,0,8,0,0,3,0,66.7%,0,0,0,0.0%,1999,TB
379,Lovett Purnell,2,2,10,5.0,5.0,3,0,5,0,0,4,1,50.0%,0,0,0,0.0%,1999,BAL
380,Tim Lester,5,2,9,4.5,1.8,5,0,6,0,0,4,0,50.0%,0,0,0,0.0%,1999,DAL
381,Steve Stenstrom,6,1,9,9.0,1.5,13,0,9,0,0,1,0,100.0%,0,0,0,0.0%,1999,SF
382,Junior Seau,14,2,8,4.0,0.6,5,0,6,0,0,4,0,50.0%,0,0,0,0.0%,1999,SD
383,Chad Fann,16,2,8,4.0,0.5,1,0,6,0,0,8,0,25.0%,1,1,0,0.0%,1999,SF
384,Ed Perry,16,3,8,2.7,0.5,-1,1,5,0,0,4,1,75.0%,0,0,1,33.3%,1999,MIA
385,James Bostic,9,5,8,1.6,0.9,21,0,7,0,0,7,2,71.4%,0,0,2,40.0%,1999,PHI
386,Chris Howard,12,1,8,8.0,0.7,4,0,8,0,0,4,0,25.0%,0,0,0,0.0%,1999,JAX
387,Rod Monroe,2,1,8,8.0,4.0,2,0,8,0,0,1,0,100.0%,0,0,0,0.0%,1999,ATL
388,Isaac Jones,2,1,8,8.0,4.0,3,0,8,0,0,3,1,33.3%,0,0,1,100.0%,1999,IND
389,John Davis,16,2,7,3.5,0.4,1,1,6,0,0,2,0,100.0%,0,0,1,50.0%,1999,TB
390,Brian Alford,2,1,7,7.0,3.5,0,1,7,0,0,5,0,20.0%,0,0,1,100.0%,1999,NYG
391,Chris Thomas,8,1,6,6.0,0.8,3,0,6,0,0,1,0,100.0%,0,0,0,0.0%,1999,
392,Mitch Jacoby,5,1,6,6.0,1.2,4,0,6,0,0,1,0,100.0%,0,0,0,0.0%,1999,KC
393,Kris Mangum,11,1,6,6.0,0.5,1,0,6,0,0,2,0,50.0%,0,0,1,100.0%,1999,CAR
394,Akili Smith,7,1,6,6.0,0.9,3,0,6,0,0,1,0,100.0%,0,0,1,100.0%,1999,CIN
395,Terry Jackson,16,3,6,2.0,0.4,4,0,4,0,0,3,0,100.0%,0,0,1,33.3%,1999,SF
396,Mack Strong,14,1,5,5.0,0.4,4,0,5,0,0,3,1,33.3%,0,0,0,0.0%,1999,SEA
397,James Hundon,6,1,5,5.0,0.8,3,0,5,0,0,2,0,50.0%,0,0,1,100.0%,1999,CIN
398,Iheanyi Uwaezuoke,10,1,5,5.0,0.5,1,0,5,0,0,2,0,50.0%,0,0,0,0.0%,1999,DET
399,Desmond Clark,9,1,5,5.0,0.6,3,0,5,0,0,1,0,100.0%,0,0,0,0.0%,1999,DEN
400,Kevin McLeod,7,2,5,2.5,0.7,1,1,3,0,0,3,1,66.7%,0,0,1,50.0%,1999,TB
401,Daryl Johnston,1,1,4,4.0,4.0,2,0,4,0,0,2,1,50.0%,0,0,0,0.0%,1999,DAL
402,David Dunn,6,1,4,4.0,0.7,0,0,4,0,0,2,0,50.0%,0,0,1,100.0%,1999,CLE
403,Scott Greene,6,1,4,4.0,0.7,4,0,4,0,0,1,0,100.0%,0,0,0,0.0%,1999,IND
404,Steve Bush,13,1,4,4.0,0.3,1,0,4,0,0,1,0,100.0%,0,0,0,0.0%,1999,CIN
405,Sedrick Shaw,4,3,4,1.3,1.0,3,0,7,0,0,3,0,100.0%,1,0,0,0.0%,1999,
406,Dennis McKinley,16,1,4,4.0,0.3,0,0,4,0,0,2,1,50.0%,0,0,0,0.0%,1999,ARZ
407,Orlando Bobo,9,1,3,3.0,0.3,5,0,3,0,0,1,0,100.0%,0,0,0,0.0%,1999,CLE
408,Robert Tate,16,1,3,3.0,0.2,0,0,3,0,0,2,0,50.0%,0,0,0,0.0%,1999,MIN
409,Gary Brown,3,2,2,1.0,0.7,7,0,1,0,0,2,0,100.0%,0,0,0,0.0%,1999,NYG
410,Michael Bates,16,1,2,2.0,0.1,5,0,2,0,0,2,0,50.0%,0,0,0,0.0%,1999,CAR
411,Travis Jervey,8,1,2,2.0,0.3,6,0,2,0,0,1,0,100.0%,0,0,0,0.0%,1999,SF
412,Ryan Tucker,16,1,2,2.0,0.1,0,1,2,0,0,1,0,100.0%,0,0,1,100.0%,1999,STL
413,Obafemi Ayanbadejo,14,1,2,2.0,0.1,0,0,2,0,0,1,0,100.0%,0,0,0,0.0%,1999,
414,Mike Bartrum,16,1,1,1.0,0.1,0,1,1,0,0,1,0,100.0%,0,0,1,100.0%,1999,NE
415,Robert Reed,3,1,1,1.0,0.3,4,0,1,0,0,1,0,100.0%,1,1,0,0.0%,1999,SD
416,Jim Sweeney,5,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,PIT
417,Derek Brown,15,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,ARZ
418,Jim Harbaugh,14,0,0,-,0.0,0,0,0,0,0,0,0,-,2,0,0,-,1999,SD
419,Desmond Howard,13,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,
420,Alvin Harper,2,0,0,-,0.0,0,0,0,0,0,2,1,0.0%,0,0,0,-,1999,DAL
421,Dwight Stone,16,0,0,-,0.0,0,0,0,0,0,5,0,0.0%,0,0,0,-,1999,NYJ
422,Deems May,15,0,0,-,0.0,0,0,0,0,0,1,1,0.0%,0,0,0,-,1999,SEA
423,Levon Kirkland,16,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,PIT
424,Brian Habib,16,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,SEA
425,Brad Johnson,16,0,0,-,0.0,0,0,0,0,0,0,0,-,1,0,0,-,1999,WSH
426,Elvis Grbac,16,0,0,-,0.0,0,0,0,0,0,0,0,-,1,0,0,-,1999,KC
427,Kenny Shedd,12,0,0,-,0.0,0,0,0,0,0,2,0,0.0%,0,0,0,-,1999,OAK
428,Alex Dyke,2,0,0,-,0.0,0,0,0,0,0,2,1,0.0%,0,0,0,-,1999,PHI
429,Ray Lewis,16,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,BAL
430,Ed Smith,10,0,0,-,0.0,0,0,0,0,0,2,1,0.0%,0,0,0,-,1999,
431,Bryan Robinson,16,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,CHI
432,Damon Gibson,2,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,CLE
433,Marcus Nash,3,0,0,-,0.0,0,0,0,0,0,3,1,0.0%,0,0,0,-,1999,
434,Rodney Williams,5,0,0,-,0.0,0,0,0,0,0,2,0,0.0%,0,0,0,-,1999,OAK
435,Tony Horne,12,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,STL
436,Damon Huard,16,1,0,0.0,0.0,4,0,0,0,0,1,0,100.0%,1,0,0,0.0%,1999,MIA
437,Ahman Green,14,0,0,-,0.0,0,0,0,0,0,2,2,0.0%,0,0,0,-,1999,SEA
438,Alvis Whitted,14,0,0,-,0.0,0,0,0,0,0,4,2,0.0%,0,0,0,-,1999,JAX
439,Antuan Edwards,16,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,GB
440,Justin Watson,8,0,0,-,0.0,0,0,0,0,0,5,1,0.0%,0,0,0,-,1999,STL
441,Marvin Powell,9,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,NO
442,Dan Campbell,12,0,0,-,0.0,0,0,0,0,0,1,1,0.0%,0,0,0,-,1999,NYG
443,Joe Montgomery,6,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,NYG
444,Mark Thomas,2,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,NYG
445,Jerame Tuman,7,0,0,-,0.0,0,0,0,0,0,1,0,0.0%,0,0,0,-,1999,PIT
446,Lenzie Jackson,4,0,0,-,0.0,0,0,0,0,0,2,1,0.0%,0,0,0,-,1999,JAX
447,Kent Graham,9,1,-1,-1.0,-0.1,4,0,-1,0,0,1,0,100.0%,0,0,0,0.0%,1999,NYG
448,Rich Gannon,16,1,-3,-3.0,-0.2,0,0,-3,0,0,1,0,100.0%,0,0,0,0.0%,1999,OAK
449,Zach Wiegert,16,1,-3,-3.0,-0.2,0,0,-3,0,0,1,0,100.0%,0,0,0,0.0%,1999,JAX
450,Robert Hicks,14,1,-6,-6.0,-0.4,-5,0,-6,0,0,1,0,100.0%,0,0,0,0.0%,1999,BUF
451,Donovan McNabb,12,1,-6,-6.0,-0.5,-1,0,-6,0,0,1,0,100.0%,0,0,0,0.0%,1999,PHI
452,Torry Holt,16,82,1635,19.9,102.2,513,6,85,15,8,139,10,59.0%,2,2,60,73.2%,2000,STL
453,Rod Smith,16,100,1602,16.0,100.1,641,8,49,17,8,173,17,57.8%,1,1,77,77.0%,2000,DEN
454,Isaac Bruce,16,87,1471,16.9,91.9,345,9,78,14,4,135,6,64.4%,1,1,66,75.9%,2000,STL
455,Terrell Owens,14,97,1451,15.0,103.6,644,13,69,16,5,148,13,65.5%,2,1,65,67.0%,2000,SF
456,Randy Moss,16,77,1437,18.7,89.8,303,15,78,19,8,130,7,59.2%,2,0,58,75.3%,2000,MIN
457,Marvin Harrison,16,102,1413,13.9,88.3,321,14,78,12,8,172,9,59.3%,2,1,70,68.6%,2000,IND
458,Derrick Alexander,16,78,1391,17.8,86.9,340,10,81,13,6,145,8,53.8%,0,0,55,70.5%,2000,KC
459,Joe Horn,16,94,1340,14.3,83.8,454,8,52,11,5,151,6,62.3%,1,0,63,67.0%,2000,NO
460,Eric Moulds,16,94,1326,14.1,82.9,357,5,52,14,7,164,11,57.3%,1,0,62,66.0%,2000,BUF
461,Ed McCaffrey,16,101,1317,13.0,82.3,506,9,61,11,5,149,7,67.8%,0,0,68,67.3%,2000,DEN
462,Cris Carter,16,96,1274,13.3,79.6,282,9,53,9,6,160,6,60.0%,3,1,73,76.0%,2000,MIN
463,Jimmy Smith,15,91,1213,13.3,80.9,356,8,65,11,5,145,6,62.8%,1,0,60,65.9%,2000,JAX
464,Keenan McCardell,16,94,1207,12.8,75.4,261,5,67,7,5,140,6,67.1%,3,3,58,61.7%,2000,JAX
465,Tony Gonzalez,16,93,1203,12.9,75.2,358,9,39,8,6,150,9,62.0%,0,0,66,71.0%,2000,KC
466,Muhsin Muhammad,16,102,1183,11.6,73.9,436,6,36,6,5,156,15,65.4%,1,0,62,60.8%,2000,CAR
467,David Boston,16,71,1156,16.3,72.3,387,7,70,12,4,134,9,53.0%,1,0,48,67.6%,2000,ARZ
468,Tim Brown,16,76,1128,14.8,70.5,383,11,45,11,2,134,7,56.7%,0,0,59,77.6%,2000,OAK
469,Amani Toomer,16,78,1094,14.0,68.4,291,7,54,11,5,124,5,62.9%,1,1,60,76.9%,2000,NYG
470,Bill Schroeder,16,65,999,15.4,62.4,288,4,55,7,3,119,4,54.6%,1,1,51,78.5%,2000,GB
471,Terry Glenn,16,79,963,12.2,60.2,327,6,39,6,1,164,10,48.2%,0,0,57,72.2%,2000,NE
472,Troy Brown,16,83,944,11.4,59.0,458,4,44,4,4,118,5,70.3%,1,1,45,54.2%,2000,NE
473,Wayne Chrebet,16,69,937,13.6,58.6,235,8,50,9,2,145,8,47.6%,0,0,50,72.5%,2000,NYJ
474,James McKnight,16,52,926,17.8,57.9,193,2,48,11,3,106,5,49.1%,1,1,38,73.1%,2000,DAL
475,Donald Hayes,15,66,926,14.0,61.7,277,3,43,9,1,112,5,58.9%,1,1,47,71.2%,2000,CAR
476,Antonio Freeman,15,62,912,14.7,60.8,244,9,67,7,2,120,3,51.7%,1,1,47,75.8%,2000,GB
477,Jeff Graham,14,55,907,16.5,64.8,292,4,83,8,4,113,4,48.7%,0,0,37,67.3%,2000,SD
478,Derrick Mason,16,63,895,14.2,55.9,278,5,34,5,1,88,2,71.6%,0,0,45,71.4%,2000,TEN
479,Keyshawn Johnson,16,71,874,12.3,54.6,212,8,38,7,2,124,8,57.3%,2,2,49,69.0%,2000,TB
480,Richie Anderson,16,88,853,9.7,53.3,573,2,41,7,3,124,8,71.0%,2,2,36,40.9%,2000,NYJ
481,Marshall Faulk,14,81,830,10.3,59.3,675,8,72,6,2,113,6,71.7%,0,0,42,51.9%,2000,STL
482,Shawn Jefferson,16,60,822,13.7,51.4,174,2,49,7,2,105,5,57.1%,1,0,40,66.7%,2000,ATL
483,Shannon Sharpe,16,67,810,12.1,50.6,296,5,59,8,2,105,2,63.8%,0,0,36,53.7%,2000,BAL
484,Jerry Rice,16,75,805,10.7,50.3,210,7,68,4,0,121,5,62.0%,2,2,48,64.0%,2000,SF
485,Dedric Ward,16,54,801,14.8,50.1,196,3,61,10,3,120,7,45.0%,0,0,39,72.2%,2000,NYJ
486,Johnnie Morton,16,61,788,12.9,49.3,250,3,42,7,0,116,4,52.6%,1,1,40,65.6%,2000,DET
487,Ike Hilliard,14,55,787,14.3,56.2,276,8,59,8,1,106,15,51.9%,0,0,44,80.0%,2000,NYG
488,Oronde Gadsden,16,56,786,14.0,49.1,177,6,61,8,1,93,5,60.2%,0,0,36,64.3%,2000,MIA
489,Jacquez Green,16,51,773,15.2,48.3,203,1,75,7,2,103,5,49.5%,0,0,34,66.7%,2000,TB
490,Freddie Jones,16,71,766,10.8,47.9,305,5,44,4,1,129,6,55.0%,3,2,36,50.7%,2000,SD
491,Albert Connell,16,39,762,19.5,47.6,204,3,77,7,2,102,5,38.2%,0,0,29,74.4%,2000,WSH
492,Peerless Price,16,52,762,14.7,47.6,150,3,42,6,1,106,8,49.1%,3,3,34,65.4%,2000,BUF
493,Frank Sanders,16,54,749,13.9,46.8,167,6,53,7,0,116,11,46.6%,0,0,37,68.5%,2000,ARZ
494,Marcus Robinson,11,55,738,13.4,67.1,275,5,68,7,1,102,3,53.9%,1,1,26,47.3%,2000,CHI
495,Chad Lewis,16,69,735,10.7,45.9,182,3,52,6,1,110,8,62.7%,0,0,35,50.7%,2000,PHI
496,Az Hakim,16,53,734,13.9,45.9,385,4,80,5,3,80,8,66.3%,2,1,32,60.4%,2000,STL
497,Sean Dawkins,16,63,731,11.6,45.7,128,5,40,4,1,102,7,61.8%,0,0,42,66.7%,2000,SEA
498,Kyle Brady,16,64,729,11.4,45.6,281,3,36,6,2,94,5,68.1%,0,0,39,60.9%,2000,JAX
499,Tiki Barber,16,70,719,10.3,44.9,690,1,36,2,0,95,6,73.7%,1,0,29,41.4%,2000,NYG
500,Darrell Jackson,16,53,713,13.5,44.6,323,6,71,5,0,93,6,57.0%,2,2,31,58.5%,2000,SEA
501,Curtis Conway,14,53,712,13.4,50.9,203,5,68,6,2,108,9,49.1%,0,0,31,58.5%,2000,SD
502,Jeremy McDaniel,16,43,697,16.2,43.6,257,2,74,7,0,69,4,62.3%,0,0,31,72.1%,2000,BUF
503,Terance Mathis,16,57,679,11.9,42.4,107,5,44,3,0,127,11,44.9%,1,1,43,75.4%,2000,ATL
504,Sylvester Morris,15,48,678,14.1,45.2,149,3,47,7,2,105,7,45.7%,3,3,32,66.7%,2000,KC
505,Hines Ward,16,48,672,14.0,42.0,214,4,77,5,0,84,2,57.1%,1,0,31,64.6%,2000,PIT
506,Bobby Shaw,16,40,672,16.8,42.0,144,4,45,11,0,69,3,58.0%,2,2,31,77.5%,2000,PIT
507,Kevin Johnson,16,57,669,11.7,41.8,249,0,79,4,1,101,4,56.4%,0,0,26,45.6%,2000,CLE
508,Qadry Ismail,15,49,655,13.4,43.7,123,5,53,6,1,95,8,51.6%,0,0,38,77.6%,2000,BAL
509,James Thrash,16,50,653,13.1,40.8,179,2,50,5,2,74,3,67.6%,0,0,29,58.0%,2000,WSH
510,Charlie Garner,16,68,647,9.5,40.4,518,3,62,5,1,94,8,72.3%,0,0,28,41.2%,2000,SF
511,Jerome Pathon,16,50,646,12.9,40.4,154,3,38,3,0,89,5,56.2%,0,0,33,66.0%,2000,IND
512,Charles Johnson,16,56,642,11.5,40.1,180,7,59,7,0,100,3,56.0%,0,0,33,58.9%,2000,PHI
513,Frank Wycheck,16,70,636,9.1,39.8,339,4,26,2,0,109,9,64.2%,2,2,37,52.9%,2000,TEN
514,Ricky Watters,16,63,613,9.7,38.3,669,2,59,5,1,92,5,68.5%,0,0,28,44.4%,2000,SEA
515,Andre Rison,16,41,606,14.8,37.9,158,6,49,6,1,70,10,58.6%,0,0,29,70.7%,2000,OAK
516,Larry Centers,15,81,600,7.4,40.0,570,3,26,1,0,95,6,85.3%,1,0,27,33.3%,2000,WSH
517,Edgerrin James,16,63,594,9.4,37.1,513,5,60,4,0,87,7,72.4%,0,0,24,38.1%,2000,IND
518,Peter Warrick,16,51,592,11.6,37.0,145,4,46,4,0,126,10,40.5%,0,0,33,64.7%,2000,CIN
519,Michael Pittman,16,73,579,7.9,36.2,519,2,36,2,0,91,4,80.2%,2,2,17,23.3%,2000,ARZ
520,Torrance Small,14,40,569,14.2,40.6,189,3,70,5,1,95,10,42.1%,0,0,27,67.5%,2000,PHI
521,Terrence Wilkins,14,43,569,13.2,40.6,177,3,43,5,2,67,4,64.2%,1,1,28,65.1%,2000,IND
522,Ahman Green,16,73,559,7.7,34.9,533,3,31,2,0,99,9,73.7%,3,2,29,39.7%,2000,GB
523,Eddie Kennison,16,55,549,10.0,34.3,280,2,26,1,1,96,8,57.3%,0,0,29,52.7%,2000,CHI
524,Irving Fryar,14,41,548,13.4,39.1,117,5,34,5,0,76,1,53.9%,0,0,29,70.7%,2000,WSH
525,David Patten,14,38,546,14.4,39.0,228,1,65,5,2,73,2,52.1%,2,1,19,50.0%,2000,CLE
526,Ken Dilger,16,47,538,11.5,33.6,221,3,32,3,0,72,9,65.3%,1,1,27,57.4%,2000,IND
527,Chris Sanders,16,33,536,16.2,33.5,125,0,54,7,0,61,2,54.1%,1,0,23,69.7%,2000,TEN
528,"Stokes, J",16,30,524,17.5,32.8,169,3,53,5,0,54,2,55.6%,0,0,26,86.7%,2000,SF
529,Willie Jackson,15,37,523,14.1,34.9,195,6,53,5,0,80,5,46.3%,2,1,28,75.7%,2000,NO
530,Stephen Alexander,16,47,510,10.9,31.9,137,2,30,3,0,75,1,62.7%,2,2,33,70.2%,2000,WSH
531,Curtis Martin,16,70,508,7.3,31.8,422,2,31,1,0,98,2,71.4%,0,0,24,34.3%,2000,NYJ
532,Dwayne Carswell,16,49,495,10.1,30.9,324,3,43,2,0,64,4,76.6%,0,0,27,55.1%,2000,DEN
533,Marty Booker,15,47,490,10.4,32.7,181,2,41,3,0,74,6,63.5%,2,1,28,59.6%,2000,CHI
534,Tony Richardson,16,58,468,8.1,29.3,548,3,24,0,0,74,2,78.4%,2,1,19,32.8%,2000,KC
535,Kevin Faulk,16,51,465,9.1,29.1,408,1,52,4,0,68,3,75.0%,2,2,18,35.3%,2000,NE
536,Eddie George,16,50,453,9.1,28.3,415,2,24,0,1,66,4,75.8%,0,0,23,46.0%,2000,TEN
537,Leslie Shepherd,13,35,446,12.7,34.3,114,4,46,5,0,59,5,59.3%,0,0,16,45.7%,2000,MIA
538,Ricky Proehl,12,31,441,14.2,36.8,88,4,29,3,0,39,2,79.5%,0,0,26,83.9%,2000,STL
539,Marcus Pollard,16,30,439,14.6,27.4,127,3,50,2,0,42,2,71.4%,0,0,18,60.0%,2000,IND
540,Herman Moore,15,40,434,10.9,28.9,97,3,30,3,0,80,3,50.0%,0,0,24,60.0%,2000,DET
541,Germane Crowell,9,34,430,12.7,47.8,112,3,50,5,0,73,3,46.6%,0,0,16,47.1%,2000,DET
542,Wesley Walls,8,31,422,13.6,52.8,127,2,54,3,1,48,1,64.6%,0,0,20,64.5%,2000,CAR
543,Kevin Lockett,16,33,422,12.8,26.4,112,2,34,2,0,57,4,57.9%,1,0,25,75.8%,2000,KC
544,Warrick Dunn,16,44,422,9.6,26.4,385,1,45,3,0,67,4,65.7%,0,0,22,50.0%,2000,TB
545,Dennis Northcutt,15,39,422,10.8,28.1,183,0,37,2,0,81,9,48.1%,0,0,24,61.5%,2000,CLE
546,Ricky Williams,10,44,409,9.3,40.9,423,1,24,0,0,55,4,80.0%,0,0,19,43.2%,2000,NO
547,Tim Dwight,14,26,406,15.6,29.0,142,3,52,5,0,53,4,49.1%,1,1,20,76.9%,2000,ATL
548,Tony Martin,10,26,393,15.1,39.3,49,0,44,3,1,63,4,41.3%,0,0,19,73.1%,2000,MIA
549,Jamal Anderson,16,42,382,9.1,23.9,404,0,55,2,0,58,5,72.4%,0,0,14,33.3%,2000,ATL
550,David Sloan,15,32,379,11.8,25.3,139,2,59,3,0,60,7,53.3%,0,0,20,62.5%,2000,DET
551,Jay Riemersma,12,31,372,12.0,31.0,121,5,35,3,0,60,6,51.7%,1,1,18,58.1%,2000,BUF
552,Laveranues Coles,13,22,370,16.8,28.5,119,1,63,3,1,43,4,51.2%,0,0,16,72.7%,2000,NYJ
553,Bubba Franks,16,34,363,10.7,22.7,156,1,27,2,0,55,5,61.8%,1,0,16,47.1%,2000,GB
554,James Jett,16,20,356,17.8,22.3,107,2,84,3,0,39,3,51.3%,0,0,16,80.0%,2000,OAK
555,Terrell Fletcher,16,48,355,7.4,22.2,289,1,26,2,0,72,4,66.7%,0,0,17,35.4%,2000,SD
556,Raghib Ismail,9,25,350,14.0,38.9,76,1,44,2,0,43,1,58.1%,0,0,18,72.0%,2000,DAL
557,Rickey Dudley,16,29,350,12.1,21.9,150,4,30,2,0,50,7,58.0%,1,0,18,62.1%,2000,OAK
558,Robert Smith,16,36,348,9.7,21.8,381,3,53,3,0,44,1,81.8%,0,0,15,41.7%,2000,MIN
559,Greg Clark,15,38,342,9.0,22.8,141,2,34,1,0,51,2,74.5%,1,0,18,47.4%,2000,SF
560,Tim Biakabutuka,12,34,341,10.0,28.4,354,2,25,1,0,58,7,58.6%,3,2,15,44.1%,2000,CAR
561,Reggie Kelly,16,31,340,11.0,21.3,119,2,37,2,0,51,3,60.8%,1,1,14,45.2%,2000,ATL
562,Desmond Clark,16,27,339,12.6,21.2,134,3,44,3,0,38,3,71.1%,0,0,17,63.0%,2000,DEN
