,name,season,age,draft_pos,team,weight,bmi,games,rush_atts,rush_yds,rush_y/a,rush_tds,rush_ypg,targets,receptions,rec_yards,yards/reception,rec_tds,rec_ypg,ctch_pct,y/tgt,fumbles,fumbles_recovered,fum_ret_yds,fum_tds,forced_fumbles,pro_bowls,all_pros,position,100yd_gms,yac,first_down_ctchs,first_down_ctchpct,long_ctch,recs_ovr_25,drops,EYds,DVOA,DYAR,position.1,Hand Size in,Arm Length in,40 Yard,Vert Leap in,Broad Jump in,Shuttle,3Cone,60Yd Shuttle,team_pass_tds,team_pass_yds,team_pass_attempts,team_completions,rookie_age,rookie_season,height_inches,start_ratio,dpis_drawn,dpi_yards,years_in_league
68,Randy Moss,2010.0,33.0,1-21,2TM,215.0,26.2,16.0,0.0,0.0,0.0,0.0,0.0,63.0,28.0,393.0,14.04,5.0,24.6,0.00444,6.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,1999.0,76.0,0.6875,0.0,0.0,11.0
69,Deion Branch,2010.0,31.0,2-65,2TM,193.0,28.5,15.0,0.0,0.0,0.0,0.0,0.0,92.0,61.0,818.0,13.41,6.0,54.5,0.00663,8.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2002.0,69.0,0.8,0.0,0.0,8.0
70,Quan Cosby,2011.0,29.0,UDFA,2TM,191.0,28.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,28.0,2010.0,69.0,0.0,0.0,0.0,1.0
71,Brian Robiskie,2011.0,24.0,2-36,2TM,207.0,26.6,6.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,25.0,8.33,0.0,4.2,0.00333,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2009.0,74.0,0.333333333333,0.0,0.0,2.0
72,Taylor Price,2011.0,24.0,3-90,2TM,204.0,27.7,5.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,39.0,19.5,0.0,7.8,0.005,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,8.0,2.0,0.01,21.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2010.0,72.0,0.0,0.0,0.0,1.0
73,Brandon Lloyd,2011.0,30.0,4-124,2TM,192.0,26.0,15.0,0.0,0.0,0.0,0.0,0.0,148.0,70.0,966.0,13.8,5.0,64.4,0.00473,6.53,1.0,2.0,0.0,0.0,0.0,0.0,0.0,wr,2.0,154.0,46.0,0.00657,44.0,8.0,5.0,,,,,,,0,,,,,,,,,,22.0,2003.0,72.0,0.933333333333,0.0,0.0,8.0
74,Nick Miller,2011.0,24.0,UDFA,2TM,180.0,26.6,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,1.0,0.01,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2010.0,69.0,0.0,0.0,0.0,1.0
75,Derrick Mason,2011.0,37.0,4-98,2TM,190.0,27.3,12.0,0.0,0.0,0.0,0.0,0.0,35.0,19.0,170.0,8.95,0.0,14.2,0.00543,4.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,1999.0,70.0,0.166666666667,0.0,0.0,12.0
76,Mike Sims-Walker,2011.0,27.0,3-79,2TM,197.0,25.3,6.0,0.0,0.0,0.0,0.0,0.0,33.0,12.0,150.0,12.5,0.0,25.0,0.00364,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,33.0,8.0,0.00667,33.0,1.0,1.0,,,,,,,0,,,,,,,,,,24.0,2008.0,74.0,0.666666666667,0.0,0.0,3.0
77,David Anderson,2011.0,28.0,7-251,2TM,195.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,79.0,11.29,1.0,13.2,0.00438,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2006.0,70.0,0.0,0.0,0.0,5.0
78,Derek Hagan,2011.0,27.0,3-82,2TM,205.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,42.0,24.0,252.0,10.5,1.0,25.2,0.00571,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,43.0,15.0,0.00625,29.0,2.0,3.0,,,,,,,0,,,,,,,,,,22.0,2006.0,73.0,0.3,0.0,0.0,5.0
79,Jamar Newsome,2011.0,24.0,UDFA,2TM,200.0,26.4,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2011.0,73.0,0.0,0.0,0.0,0.0
80,Greg Salas,2012.0,24.0,4-112,2TM,206.0,27.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2011.0,73.0,0.0,0.0,0.0,1.0
81,Armon Binns,2012.0,23.0,UDFA,2TM,211.0,27.1,11.0,0.0,0.0,0.0,0.0,0.0,40.0,24.0,277.0,11.54,1.0,25.2,0.006,6.93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2012.0,74.0,0.454545454545,0.0,0.0,0.0
82,Trindon Holliday,2012.0,26.0,6-197,2TM,162.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,17.0,8.5,0.0,1.1,0.01,8.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,16.0,1.0,0.005,15.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,2011.0,65.0,0.0,0.0,0.0,1.0
83,Braylon Edwards,2012.0,29.0,1-3,2TM,211.0,26.4,13.0,0.0,0.0,0.0,0.0,0.0,35.0,18.0,199.0,11.06,1.0,15.3,0.00514,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2005.0,75.0,0.307692307692,0.0,0.0,7.0
84,Micheal Spurlock,2012.0,29.0,UDFA,2TM,214.0,30.7,14.0,0.0,0.0,0.0,0.0,0.0,29.0,23.0,200.0,8.7,1.0,14.3,0.00793,6.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,74.0,12.0,0.00522,22.0,0.0,1.0,,,,,,,0,,,,,,,,,,23.0,2006.0,70.0,0.0714285714286,0.0,0.0,6.0
85,Mardy Gilyard,2012.0,26.0,4-99,2TM,187.0,25.4,8.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,15.0,7.5,0.0,1.9,0.00333,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,11.0,0.0,0.0,11.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2010.0,72.0,0.0,0.0,0.0,2.0
86,Jordan Shipley,2012.0,27.0,3-84,2TM,190.0,26.5,7.0,0.0,0.0,0.0,0.0,0.0,39.0,23.0,244.0,10.61,1.0,34.9,0.0059,6.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,2010.0,71.0,0.285714285714,0.0,0.0,2.0
87,Mike Thomas,2012.0,25.0,4-107,2TM,187.0,28.4,16.0,7.0,57.0,8.14,0.0,3.6,40.0,18.0,108.0,6.0,1.0,6.8,0.0045,2.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2009.0,68.0,0.25,0.0,0.0,3.0
88,Kashif Moore,2012.0,24.0,UDFA,2TM,175.0,25.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2012.0,70.0,,0.0,0.0,0.0
89,Dane Sanzenbacher,2012.0,24.0,UDFA,2TM,180.0,25.1,7.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,7.0,0.0,1.0,0.00333,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2012.0,71.0,0.285714285714,0.0,0.0,0.0
90,Anthony Armstrong,2012.0,29.0,UDFA,2TM,175.0,24.4,6.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,12.0,4.0,0.0,2.0,0.00333,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,27.0,2010.0,71.0,0.0,0.0,0.0,2.0
91,Kevin Elliott,2012.0,24.0,UDFA,2TM,215.0,26.9,13.0,0.0,0.0,0.0,0.0,0.0,31.0,10.0,108.0,10.8,0.0,8.3,0.00323,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2012.0,75.0,0.0769230769231,0.0,0.0,0.0
92,Lance Lewis,2013.0,25.0,UDFA,2TM,209.0,26.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,2013.0,75.0,0.0,0.0,0.0,0.0
93,Marlon Moore,2013.0,26.0,UDFA,2TM,190.0,25.8,14.0,1.0,9.0,9.0,0.0,0.6,15.0,7.0,62.0,8.86,0.0,4.4,0.00467,4.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2010.0,72.0,0.0,0.0,0.0,3.0
94,Tobais Palmer,2013.0,23.0,UDFA,2TM,178.0,24.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2013.0,71.0,0.0,0.0,0.0,0.0
95,Andre Smith,2013.0,25.0,UDFA,2TM,267.0,31.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,2013.0,77.0,0.0,0.0,0.0,0.0
96,Armanti Edwards,2013.0,25.0,3-89,2TM,191.0,26.6,6.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,10.0,10.0,0.0,1.7,0.002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2010.0,71.0,0.0,0.0,0.0,3.0
97,Greg Salas,2013.0,25.0,4-112,2TM,206.0,27.2,8.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,143.0,17.88,0.0,17.9,0.00615,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2011.0,73.0,0.0,0.0,0.0,2.0
98,Jeremy Ross,2013.0,25.0,UDFA,2TM,213.0,29.7,13.0,2.0,40.0,20.0,0.0,3.1,12.0,6.0,67.0,11.17,1.0,5.2,0.005,5.58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,-0.00068,0.06,wr,,,0,,,,,,,,,,24.0,2012.0,71.0,0.153846153846,0.0,0.0,1.0
99,Josh Bellamy,2013.0,24.0,UDFA,2TM,206.0,27.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2012.0,72.0,0.0,0.0,0.0,1.0
100,Micheal Spurlock,2013.0,30.0,UDFA,2TM,214.0,30.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2006.0,70.0,0.0,0.0,0.0,7.0
101,Marvin McNutt,2013.0,24.0,6-194,2TM,216.0,26.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2012.0,76.0,0.0,0.0,0.0,1.0
102,Kyle Williams,2013.0,25.0,6-206,2TM,185.0,26.5,10.0,2.0,23.0,11.5,0.0,2.3,27.0,12.0,113.0,9.42,0.0,11.3,0.00444,4.19,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2010.0,70.0,0.5,0.0,0.0,3.0
103,Kerry Taylor,2013.0,24.0,UDFA,2TM,197.0,26.7,10.0,0.0,0.0,0.0,0.0,0.0,34.0,22.0,229.0,10.41,1.0,22.9,0.00647,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2013.0,72.0,0.4,0.0,0.0,0.0
104,Fozzy Whittaker,2013.0,24.0,UDFA,2TM,202.0,29.0,14.0,28.0,79.0,2.82,0.0,5.6,36.0,21.0,155.0,7.38,2.0,11.1,0.00583,4.31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2013.0,70.0,0.142857142857,0.0,0.0,0.0
105,Brian Tyms,2013.0,24.0,UDFA,2TM,210.0,26.2,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,12.0,6.0,0.0,1.7,0.004,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2012.0,75.0,0.0,0.0,0.0,1.0
106,Chris Harper,2013.0,24.0,4-123,2TM,229.0,30.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,,,73.0,0.0,0.0,0.0,
107,Ryan Spadola,2013.0,22.0,UDFA,2TM,200.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2013.0,75.0,0.0,0.0,0.0,0.0
108,Brad Smith,2013.0,30.0,4-103,2TM,210.0,27.0,8.0,2.0,2.0,1.0,0.0,0.3,2.0,2.0,27.0,13.5,0.0,3.4,0.01,13.5,1.0,1.0,-4.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2006.0,74.0,0.0,0.0,0.0,7.0
109,Kevin Ogletree,2013.0,26.0,UDFA,2TM,190.0,24.4,16.0,0.0,0.0,0.0,0.0,0.0,45.0,21.0,269.0,12.81,2.0,16.8,0.00467,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,-0.00087,0.14,wr,,,4.36,36.0,122.0,4.08,6.67,,,,,,22.0,2009.0,74.0,0.125,1.0,16.0,4.0
110,Tavarres King,2014.0,24.0,5-161,2TM,189.0,25.6,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,13.0,6.5,0.0,6.5,0.00667,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2014.0,72.0,0.0,0.0,0.0,0.0
111,Cobi Hamilton,2014.0,24.0,6-197,2TM,212.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2014.0,74.0,inf,0.0,0.0,0.0
112,Chris Williams,2014.0,29.0,1-14,2TM,320.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,29.0,2014.0,78.0,0.3,0.0,0.0,0.0
113,LaRon Byrd,2014.0,25.0,UDFA,2TM,220.0,26.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2012.0,76.0,0.0,0.0,0.0,2.0
114,Marcus Thigpen,2014.0,28.0,UDFA,2TM,193.0,28.5,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,28.0,2014.0,69.0,0.0,0.0,0.0,0.0
115,Rodney Smith,2014.0,24.0,UDFA,2TM,225.0,26.7,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2013.0,77.0,0.0,0.0,0.0,1.0
116,Phil Bates,2014.0,25.0,UDFA,2TM,220.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2012.0,73.0,0.0,0.0,0.0,2.0
117,Deonte Thompson,2014.0,25.0,UDFA,2TM,200.0,27.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,23.0,2012.0,72.0,0.0,0.0,0.0,2.0
118,Trindon Holliday,2014.0,28.0,6-197,2TM,162.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,2011.0,65.0,0.0,0.0,0.0,3.0
119,Rashad Ross,2014.0,24.0,UDFA,2TM,167.0,22.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2014.0,72.0,0.0,0.0,0.0,0.0
120,Solomon Patton,2014.0,24.0,UDFA,2TM,177.0,26.1,13.0,1.0,19.0,19.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2014.0,69.0,0.0,0.0,0.0,0.0
121,Chris Owusu,2014.0,24.0,UDFA,2TM,195.0,26.4,8.0,1.0,23.0,23.0,1.0,2.9,6.0,6.0,78.0,13.0,1.0,9.8,0.01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2012.0,72.0,0.0,0.0,0.0,2.0
122,Jalen Saunders,2014.0,22.0,4-104,2TM,165.0,24.4,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,0.0,0.5,0.01,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2014.0,69.0,0.0,0.0,0.0,0.0
123,Damian Williams,2014.0,26.0,3-77,2TM,190.0,25.1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,14.0,0.0,4.7,0.01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2010.0,73.0,0.0,0.0,0.0,4.0
124,Jason Avant,2014.0,31.0,4-109,2TM,210.0,28.5,16.0,1.0,1.0,1.0,0.0,0.1,62.0,34.0,353.0,10.38,1.0,22.1,0.00548,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,-0.00165,-0.18,wr,,,0,,,,,,,,,,23.0,2006.0,72.0,0.0,0.0,0.0,8.0
125,Kenbrell Thompkins,2014.0,26.0,UDFA,2TM,196.0,26.6,14.0,2.0,5.0,2.5,0.0,0.4,48.0,21.0,262.0,12.48,0.0,18.7,0.00438,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,-0.00284,-0.56,wr,8.68,32.28,4.54,33.5,121.0,4.21,6.88,11.9,,,,,25.0,2013.0,72.0,0.5,0.0,0.0,1.0
126,Aldrick Robinson,2014.0,26.0,6-178,2TM,184.0,26.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2012.0,70.0,0.0,0.0,0.0,2.0
127,Austin Pettis,2014.0,26.0,3-78,2TM,205.0,26.3,9.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,118.0,9.83,1.0,13.1,0.00706,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2012.0,74.0,0.0,0.0,0.0,2.0
128,Percy Harvin,2014.0,26.0,1-22,2TM,200.0,27.9,13.0,33.0,202.0,6.12,1.0,15.5,78.0,51.0,483.0,9.47,1.0,37.2,0.00654,6.19,3.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,-0.00214,-0.55,wr,,,4.39,,,,,,,,,,21.0,2009.0,71.0,0.923076923077,0.0,0.0,5.0
129,Jacoby Jones,2015.0,31.0,3-73,2TM,192.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,25.0,2009.0,75.0,0.0,0.0,0.0,6.0
130,Leonard Hankerson,2015.0,26.0,3-79,2TM,205.0,27.0,10.0,0.0,0.0,0.0,0.0,0.0,46.0,26.0,327.0,12.58,3.0,32.7,0.00565,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,22.0,2011.0,73.0,0.0,0.0,0.0,4.0
131,Chris Givens,2015.0,26.0,4-96,2TM,198.0,27.6,15.0,4.0,18.0,4.5,0.0,1.2,54.0,20.0,353.0,17.65,1.0,23.5,0.0037,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,-0.00298,-0.7,wr,8.25,31.25,4.35,33.5,118.0,4.23,6.97,,,,,,23.0,2012.0,71.0,0.4,0.0,0.0,3.0
132,Chris Matthews,2015.0,26.0,UDFA,2TM,218.0,25.8,13.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,151.0,11.62,1.0,11.6,0.0052,6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,-0.00171,-0.09,wr,,,0,,,,,,,,,,25.0,2014.0,77.0,0.0,0.0,0.0,1.0
133,Jeremy Ross,2015.0,27.0,UDFA,2TM,213.0,29.7,11.0,1.0,2.0,2.0,0.0,0.2,14.0,9.0,88.0,9.78,0.0,8.0,0.00643,6.29,4.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,,,,24.0,2012.0,71.0,0.0,0.0,0.0,3.0
134,David Boston,1999.0,21.0,1-8,ARI,240.0,30.8,16.0,5.0,0.0,0.0,0.0,0.0,81.0,40.0,473.0,11.83,2.0,29.6,0.00494,5.84,2.0,1.0,0.0,0.0,0.0,0.0,0.0,wr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,-0.00243,-0.73,wr,,,4.47,37.0,116.0,4.09,7.2,,11.0,2803.0,558.0,287.0,21.0,1999.0,74.0,0.5,1.0,24.0,0.0
